,DS1,DS3,DS4,DS6,DS7,DS9
50,0.25,0.25,0.25,0.25,0.25,0.25
51,0.22706698955055898,0.25,0.25,0.07888581016340623,0.17496991420369284,0.25
52,0.25,0.25,0.25,0.25,0.206092597475958,0.25
53,0.09335571374262902,0.21372560288983392,0.25,0.25,0.25,0.25
54,0.2360180648029266,0.14920412807544658,0.25,0.011938178608468698,0.25,0.25
55,0.13723087552032712,0.25,0.25,0.25,0.25,0.24379667495704976
56,0.09522966375599108,0.18100768981519655,0.25,0.25,0.17077327027658434,0.1245364040558596
57,0.1185070408406364,0.25,0.25,0.25,0.25,0.166489017550056
58,0.13255075570068528,0.15821325333824646,0.25,0.25,0.2246533108177158,0.25
59,0.20611621928433313,0.25,0.25,0.25,0.25,0.25
60,0.13676852006873466,0.046994762661560226,0.25,0.25,0.25,0.25
61,0.1607561704344912,0.19952096124317062,0.25,0.25,0.25,0.25
62,0.1920888558576999,0.04410143310253244,0.25,0.25,0.25,0.25
63,0.08783626977266205,0.25,0.25,0.15272310274847697,0.25,0.2364811599486088
64,0.21801942259720633,0.25,0.25,0.25,0.25,0.25
65,0.11595211209538363,0.25,0.25,0.25,0.15817979045353409,0.25
66,0.25,0.25,0.25,0.25,0.23288021973941342,0.25
67,0.1247395249402252,0.155085032425078,0.25,0.25,0.25,0.13840575351373
68,0.18382741812441128,0.2405923522032003,0.2446426524262117,0.25,0.25,0.25
69,0.15496469297061968,0.18531493424824608,0.25,0.16607250610505825,0.08220769947767877,0.04035857444484057
70,0.25,0.10634887195223264,0.25,0.25,0.25,0.1436113650554784
71,0.2214117814575719,0.25,0.25,0.25,0.25,0.25
72,0.07970634002151157,0.09450493985024792,0.25,0.25,0.07494641161893899,0.22173233635657333
73,0.18334577778762046,0.11954161030059889,0.25,0.25,0.25,0.25
74,0.042659315784147896,0.25,0.25,0.25,0.25,0.14625477717892887
75,0.21829814350110394,0.10189321162722952,0.13158959108687698,0.25,0.25,0.25
76,0.07817260504686237,0.11988507820886131,0.25,0.25,0.22683179728489464,0.25
77,0.11694809458021013,0.1564963871402507,0.25,0.25,0.25,0.25
78,0.049191086669774814,0.08572112543738081,0.25,0.16190021599617813,0.25,0.018003084397634518
79,0.25,0.14385734453293594,0.25,0.25,0.25,0.03046407138422184
80,0.20588298604465252,0.25,0.25,0.1890013985042218,0.25,0.25
81,0.15676489177263564,0.25,0.25,0.25,0.25,0.25
82,0.21719139178972782,0.23034376586203573,0.25,0.25,0.25,0.08296003153293523
83,0.06977404282985954,0.25,0.2366992458908431,0.1603704703016822,0.13751425648153331,0.25
84,0.1757829704791669,0.057346113686821215,0.11363559865601501,0.25,0.1519903014538656,0.09196382319174963
85,0.196085885956998,0.18784969520647915,0.13880513999603133,0.22836765751035443,0.25,0.25
86,0.14730786808829027,0.19418730291869915,0.25,0.25,0.25,0.25
87,0.1085825114893593,0.20238261225539314,0.06158326890557014,0.25,0.05379330526524496,0.09175377614465183
88,0.23265921517096727,0.25,0.17607416493011574,0.25,0.25,0.17230230601410326
89,0.14904803041969325,0.25,0.25,0.25,0.25,0.11400337229155867
90,0.11582713776777338,0.25,0.25,0.1478575379346904,0.2446245518890883,0.2437540317053242
91,0.04574215009227953,0.021948064130660246,0.03068094090154217,0.19087960577689017,0.25,0.25
92,0.09814249984982702,0.25,0.054678393000431605,0.25,0.25,0.25
93,0.25,0.15861656907635271,0.25,0.25,0.25,0.25
94,0.11862109032740956,0.07553105681638399,0.25,0.13982213694081239,0.25,0.25
95,0.11824625786373201,0.25,0.049191347761690256,0.25,0.25,0.25
96,0.2028714101456951,0.25,0.25,0.1800487371974802,0.2290788190442873,0.2304755961152089
97,0.12031352017827476,0.25,0.25,0.25,0.25,0.25
98,0.25,0.25,0.25,0.05649780575285327,0.25,0.2151808463179295
99,0.09896425911467086,0.11050263565568574,0.25,0.25,0.25,0.25
