,DS1,DS3,DS4,DS6,DS7,DS9
0,0.0006257969495960571,-0.000321076609112239,0.0022977755162748585,0.00018089602227124948,0.004561875109248661,0.0016432401829364854
1,0.002484307149159348,-0.00021396112945110807,0.005860196940662361,0.0021997945482513537,0.006713902242658042,-0.0009408385805621353
2,-0.001211435661097335,0.007882413626438267,0.004892825415090931,0.00021695577030698455,0.005759715810216761,0.0018665241802318573
3,-0.0019254702557978,-0.003658642521948462,0.0029419864168623703,0.0015166381658786741,0.002021099555571597,0.0013439392156392859
4,-0.005918819643711724,-0.0009839283871432626,0.005164344653997357,0.003044504522593541,-0.003106130869866011,0.001109437644238107
5,0.003929584462133139,-0.000814221465571256,0.005981803079753091,-0.017379549395858184,0.006608818328782145,0.0016710202471761388
6,-0.00015346644916366245,0.0020361261754435174,0.006887493442746776,0.0003890431597222271,0.0032903285639154264,-9.120225006041694e-05
7,-0.0014794123060529964,-0.00154683589991882,0.0043662198316021215,-0.0003231120129052083,0.002490864281017843,-0.001208964805601688
8,0.002087817399233971,-0.0021638117518757013,0.00794068422013141,-0.00398818010218983,0.001726970518448681,0.004362811422570764
9,0.007024052920575541,-0.0016884618042389415,0.012521157860792765,0.0038167160308462404,0.0029592936219852714,-0.005485778210205307
10,0.018558214111179527,8.797131739272032e-05,0.004321580792021086,0.0031363471570389555,-0.019886465894654738,-0.014610058016139274
11,-0.0013354454744576025,0.001855248922559096,0.0022820020349221207,0.000250576830824385,-0.001449119720208122,-0.0006325886825560231
12,0.00025596853336214663,0.0014375672144958918,0.0009205460116253431,0.0019230722404932306,-0.00016854289904328135,0.002891499700715133
13,0.001026834484581022,0.001239073457029477,0.01413746349427485,0.006471067798303228,-0.0015775742403402607,0.0020880249104324837
14,0.005856176170897453,0.0011347686663219561,0.0022585817945791897,-0.003619894655386737,0.001012272408190308,0.0019206068168694575
15,0.003466056214849421,-0.0027781733037305226,0.007768557087471674,0.004634898579672392,0.002817850837320635,0.0022179513759563734
16,0.002491015138627658,0.0005682758663654076,0.007666959987999634,-0.0003518441869335568,-0.00029051857114450075,0.002961524199841471
17,0.003758629775538833,0.0016670088039972724,0.0026912413227097366,-0.003157830905096115,0.0021681981988351104,0.0018253090155128647
18,0.001594420331791502,0.0030308281753022924,0.004680346620249792,-0.00305537133975065,0.003423217054058805,0.001060652495779774
19,-0.0016223672126228941,-0.0003425161283632821,0.004773042277019325,-0.0013951352840941016,0.00040493531730437097,0.00120843520840649
20,0.0036513441028413335,0.0008847539189330717,0.0012802565956834921,0.002726695297061592,0.006522675565934193,0.0006797197018402447
21,0.010560180252366989,-0.0008984803119397746,-0.002531214958074034,0.0008985985211165679,0.0031351110946553945,0.001486037291355149
22,0.002052660509930253,-0.005034797439291786,0.0053015631588491105,-0.0031787907705907526,0.000380582940834203,0.004194218817884882
23,0.006090962416662061,0.0040845655080500596,0.007432739393237653,-0.0015117898964415763,0.0030179940864897854,-0.0066228117181140285
24,0.0026483982412248384,0.0022390461768027558,0.004105921503218051,-0.001952139108523081,0.003980190976055642,-0.0009934529240141917
25,0.003128728674126678,-0.0026447472829859457,0.003845565968205522,0.000293251673143179,0.0015724007192883865,0.0011337613728151777
26,0.007607905156193936,-0.006449026450492041,-3.117878345497975e-05,0.0060889543719234935,0.007438805635809329,0.0004475372379908695
27,0.0021932785218852354,-0.0001574006493189412,0.004055858162800242,-0.003881911962305981,0.00353522979533252,0.0025402734360666602
28,0.0028903615731939074,-0.008461351568863374,0.006337733867503892,0.001883345980890906,0.00045495613594446284,0.0018645603209124276
