,DS1,DS3,DS4,DS6,DS7,DS9
32,0.4487834826324902,0.45268231867175823,0.8151620022619008,0.13767241359201682,0.6748506490970178,0.2855241724868261
33,0.11605401489638749,0.43800068078332505,0.07739368176727307,0.55539492851465,0.9186275616875685,0.7098368537480275
34,0.2990610571971588,0.25787528317531994,0.41417793445828277,0.6094268128557094,0.45277170839681113,0.7065441645517292
35,0.15038535419395063,0.14994763276843412,0.31306866440395825,0.02515978848774805,0.8526600444224497,0.30312891690960725
36,0.2029880287327098,0.1178206214349789,0.22178937273337576,0.3375661491457571,0.18133857541295048,0.8460692084389547
37,0.1206748265832073,0.2892187185094786,0.11843119165787844,0.2932073007258033,0.7994357095363416,0.4999393126220398
38,0.671031501801783,0.09157729422209225,0.9555988062630921,0.13709264391198742,0.5234916877705179,0.6159261233935323
39,0.5701550655892946,0.09157729422209225,0.6107827764267162,0.770798671864034,0.5234916877705179,0.23038369417233337
40,0.23324426298191508,0.10893599253659106,0.3023021367367532,0.6929072414843035,0.7039025380382545,0.15549884536738448
41,0.10849155611758633,0.4754436084246694,0.31306866440395825,0.5553949285146509,0.038642145578696475,0.4781403507009982
42,0.45314027035475957,0.6456789395813985,0.3050855425553452,0.624248463922217,0.6254819329995485,0.13500246876011632
43,0.11605401489638749,0.7977880974426421,0.5841890927973574,0.9249053372993582,0.28944876521767343,0.5559384889120583
44,0.09709030190942353,0.022100760213000847,0.9392931927214543,0.7932337767638193,0.9350646966356271,0.540706738515015
45,0.16978389303809885,0.18875636051341954,0.8892941902323073,0.2792652120579998,0.45277170839681113,0.21880063892560564
46,0.37905666751954936,0.23498293365624,0.35874773108026675,0.5553949285146509,0.12517541670584367,0.8351542156630027
47,0.11871901993177839,0.19698255681470753,0.38530493007795635,0.48871569501607764,0.06339874303553561,0.26219771385624313
48,0.10642676921830282,0.33112652534321785,0.11843119165787844,0.48682379294126227,0.8942233417880567,0.3033380021966959
49,0.24785177977931055,0.5850237104486002,0.3613492138635702,0.3808134289341428,0.22913075691820214,0.22714895941827354
50,0.27158763992656193,0.21954384068905664,0.7276446864647623,0.2792652120579998,0.8901459044059499,0.6845906441061564
51,0.20344712690476421,0.10893599253659106,0.4507907075515256,0.113150379127682,0.281576725992575,0.6646391066136228
52,0.6977435587563485,0.4562649559155149,0.4834945157458343,0.922782138604299,0.47186784143558747,0.23713192398895452
53,0.16839218399063913,0.0877685863910937,0.5326221062087091,0.7213120181987654,0.8065992474239737,0.2562189808835773
54,0.4929028404419428,0.0535619255100604,0.6758097692294103,0.04398927458808304,0.22913075691820214,0.4229337435463109
55,0.2870129425508736,0.6870454214059343,0.41417793445828277,0.657581521699645,0.48636620681835474,0.43179304451760014
56,0.16544038702730202,0.09157729422209225,0.4490084567484558,0.6929072414843035,0.0407321728732151,0.1830965855986101
57,0.4254218480341951,0.7673171042679432,0.4018094569391552,0.4211997918702872,0.8247548122825573,0.2314123674979098
58,0.1791570070404915,0.0535619255100604,0.8349577252304816,0.9380475308063295,0.6748506490970178,0.7125272550624075
59,0.4215960677425211,0.14994763276843412,0.5841890927973574,0.7213120181987654,0.27548342423985206,0.7679686938848271
60,0.2473186479700423,0.030007269035776794,0.5690246546429174,0.9866503448957065,0.7128108957153277,0.43179304451760014
61,0.4781044463725818,0.07409647648746513,0.26731101764788573,0.657581521699645,0.543865853710133,0.26219771385624313
62,0.3649079295605634,0.020021396931717107,0.26731101764788573,0.42735494108098265,0.20350962752688653,0.4341554607190805
63,0.10752390272382285,0.23498293365624,0.17461631251714166,0.4891892090653139,0.8146367837193842,0.1276364304326358
64,0.5303503683198628,0.16974791182064766,0.5690246546429174,0.8007175303941486,0.35606874808225897,0.8351542156630027
65,0.4128721843992069,0.3517916480103944,0.2855311981804184,0.9243019957312589,0.12517541670584367,0.992340587289241
66,0.5692799128943775,0.43699785813054803,0.5822051802500741,0.8194877872807873,0.35606874808225975,0.5474259090738989
67,0.0579777407113671,0.09157729422209225,0.626166235490181,0.7213120181987654,0.9578916046662036,0.19515673701238298
68,0.42811159824054423,0.23564349630595702,0.33093819906518923,0.46486018580357874,0.750436215297628,0.8438086817288074
69,0.46111849423758716,0.18875636051341954,0.6758097692294103,0.17671702211719637,0.15895878149478831,0.024118939774143526
70,0.4999639813294645,0.10893599253659106,0.7803576379068293,0.8279697732019324,0.48636620681835474,0.23382604349192823
71,0.5974579313736179,0.5596542124325337,0.2767469557656534,0.7507546202201103,0.7117437674839984,0.2873316940209368
72,0.09595709124261942,0.022100760213000847,0.4555616875175488,0.5136135724040289,0.12517541670584367,0.10076249849618064
73,0.3649079295605634,0.017120289087755838,0.7439723078214244,0.7278498261152258,0.4182966131519562,0.6274014173150144
74,0.13199036933969835,0.758016422268509,0.4507907075515256,0.49918193688895895,0.6139818059482842,0.1785516115390251
75,0.3624670558041814,0.016103472396209136,0.19409923369269624,0.9566212524251668,0.8392420117450948,0.47675875262580397
76,0.20855015449246464,0.0535619255100604,0.5326221062087091,0.5049330523372898,0.4787609117338138,0.7098368537480275
77,0.20691590956506908,0.07409647648746513,0.8151620022619008,0.745809121825432,0.48636620681835474,0.30859789151290645
78,0.1991178971935382,0.0535619255100604,0.48164771249833305,0.38411943932701276,0.8212990336610396,0.027942108753159375
79,0.4978824454869954,0.07041448578272833,0.5690246546429174,0.47135015040625733,0.9234093800924437,0.026988977319288954
80,0.42811159824054423,0.19698255681470753,0.4478223849770081,0.2883921329449376,0.3874339081754928,0.8764954955252144
81,0.24999282782573307,0.21954384068905664,0.4124783033393501,0.8279697732019324,0.8065992474239737,0.48730732264403837
82,0.38770863280256546,0.48809316768943295,0.45975792540882676,0.7076600929059381,0.7078264819649769,0.1580358093653599
83,0.1791570070404915,0.14994763276843412,0.1372415277811842,0.3375661491457564,0.1327854722577817,0.7699720162272864
84,0.5320597920356551,0.011608169410454559,0.11337080560142983,0.5287074983280744,0.235279934477057,0.03817705399140607
85,0.38770863280256546,0.17573248349925272,0.1288682517871086,0.2406179488477018,0.6748506490970178,0.8902627845464007
86,0.26480340417826387,0.15681230702902416,0.40125254038620584,0.2525145657137973,0.543865853710133,0.3320443636336974
87,0.35658310716684744,0.07409647648746513,0.1372415277811842,0.7955814308029503,0.011180891841028905,0.1512608534002248
88,0.4308109251719699,0.5579746932900698,0.2589379134698358,0.9886210455789216,0.8065992474239737,0.3079633782920393
89,0.44641652311790664,0.3112959993658702,0.7144608464494042,0.5326308294447128,0.18891650461475326,0.36607344717446727
90,0.10642676921830282,0.3993801171632572,0.5696816932194871,0.3375661491457571,0.29845940744213567,0.43179304451760014
91,0.042410783935229256,0.0036308245482769715,0.04548094924445149,0.18514217181147927,0.9186275616875685,0.2199551540608871
92,0.16504993638484386,0.21954384068905664,0.155867589676784,0.6058573509114465,0.543865853710133,0.6882096955098167
93,0.5798063855806868,0.03516399384259483,0.8500749680064169,0.5429812463245107,0.25075837225104186,0.28793600808478437
94,0.3624670558041814,0.0535619255100604,0.9111779150970378,0.07208591858633716,0.7117437674839975,0.5104343008218044
95,0.38770863280256546,0.6272864316529432,0.024375427379518828,0.6893351576287882,0.16343658246906448,0.5559384889120583
96,0.35658310716684744,0.7001916922008125,0.6610559748697644,0.32737837125550834,0.43880051914804885,0.5686378153932543
97,0.13329927460976504,0.5198357090436172,0.4822629366147525,0.48871569501607764,0.7343765896677057,0.2562189808835773
98,0.42274172884676925,0.687618066457147,0.2137922799260463,0.03202808097856212,0.9148264260383224,0.3100819508395589
99,0.20691590956506908,0.030007269035776794,0.7217239119731975,0.9350338949112759,0.7855418320078872,0.699644997615317
