,p-value,cell.line,DIP Rate,Division Rate,Death Rate,param.pair,Cell Line
170,0.08983814756561026,not.assigned,0.0011,0.041,0.039900000000000005,170,not.assigned
171,0.3903841047400873,PC9-DS8,0.0011,0.041,0.039900000000000005,171,PC9-DS8.1
172,0.04898794441479263,not.assigned,0.0011,0.041,0.039900000000000005,172,not.assigned
173,0.0017469614328101072,not.assigned,0.0011,0.041,0.039900000000000005,173,not.assigned
174,0.014003429070033411,not.assigned,0.0011,0.041,0.039900000000000005,174,not.assigned
175,0.1833656063083576,PC9-DS8,0.0011,0.041,0.039900000000000005,175,PC9-DS8.1
176,0.036684054126607434,not.assigned,0.0013,0.041,0.0397,176,not.assigned
177,0.005780625943053492,not.assigned,0.0013,0.041,0.0397,177,not.assigned
178,0.06407631493630676,not.assigned,0.0013,0.041,0.0397,178,not.assigned
179,0.022400872758492552,not.assigned,0.0013,0.041,0.0397,179,not.assigned
180,0.01318848727674569,not.assigned,0.0013,0.041,0.0397,180,not.assigned
181,0.09451679378788387,not.assigned,0.0013,0.041,0.0397,181,not.assigned
182,0.004147915463844193,not.assigned,0.0013,0.041,0.0397,182,not.assigned
183,0.0643082563520035,not.assigned,0.0013,0.041,0.0397,183,not.assigned
184,0.04965097115446085,not.assigned,0.0013,0.041,0.0397,184,not.assigned
185,0.02466941939759178,not.assigned,0.0013,0.041,0.0397,185,not.assigned
186,0.025299104699494795,not.assigned,0.0013,0.041,0.0397,186,not.assigned
187,0.0011878787966994866,not.assigned,0.0015,0.041,0.0395,187,not.assigned
188,0.0072332827164108,not.assigned,0.0015,0.041,0.0395,188,not.assigned
189,0.0012656955244662192,not.assigned,0.0015,0.041,0.0395,189,not.assigned
190,0.0005474515251373564,not.assigned,0.0015,0.041,0.0395,190,not.assigned
191,0.01042216698119293,not.assigned,0.0015,0.041,0.0395,191,not.assigned
192,0.006999492645366884,not.assigned,0.0015,0.041,0.0395,192,not.assigned
193,0.0005513968486240087,not.assigned,0.0015,0.041,0.0395,193,not.assigned
194,0.02432518527160258,not.assigned,0.0015,0.041,0.0395,194,not.assigned
195,0.028711851635617756,not.assigned,0.0015,0.041,0.0395,195,not.assigned
196,0.00038087199992868127,not.assigned,0.0015,0.041,0.0395,196,not.assigned
197,0.009276741150893704,not.assigned,0.0015,0.041,0.0395,197,not.assigned
198,0.0005557631000919856,not.assigned,0.0005,0.041,0.0405,198,not.assigned
199,0.016682919237833174,not.assigned,0.0005,0.041,0.0405,199,not.assigned
200,0.0033841169295203504,not.assigned,0.0005,0.041,0.0405,200,not.assigned
201,0.050447208471591336,not.assigned,0.0005,0.041,0.0405,201,not.assigned
202,0.030557191426874172,not.assigned,0.0005,0.041,0.0405,202,not.assigned
203,0.027227154110441108,not.assigned,0.0005,0.041,0.0405,203,not.assigned
204,1.530900692633077e-05,not.assigned,0.0005,0.041,0.0405,204,not.assigned
205,0.0011481324061501659,not.assigned,0.0005,0.041,0.0405,205,not.assigned
206,0.002951133549349625,not.assigned,0.0005,0.041,0.0405,206,not.assigned
207,0.06421583532411833,not.assigned,0.0005,0.041,0.0405,207,not.assigned
208,0.0002740588841008464,not.assigned,0.0005,0.041,0.0405,208,not.assigned
209,0.008877636498225452,not.assigned,0.0007,0.041,0.0403,209,not.assigned
210,0.0022634934992211324,not.assigned,0.0007,0.041,0.0403,210,not.assigned
211,0.01128692745537611,not.assigned,0.0007,0.041,0.0403,211,not.assigned
212,0.042909575179617,not.assigned,0.0007,0.041,0.0403,212,not.assigned
213,0.025794439614237996,not.assigned,0.0007,0.041,0.0403,213,not.assigned
214,0.017103833219174473,not.assigned,0.0007,0.041,0.0403,214,not.assigned
215,0.043225750547277314,not.assigned,0.0007,0.041,0.0403,215,not.assigned
216,0.042724242198235014,not.assigned,0.0007,0.041,0.0403,216,not.assigned
217,0.03730980272334002,not.assigned,0.0007,0.041,0.0403,217,not.assigned
218,0.010472224450562806,not.assigned,0.0007,0.041,0.0403,218,not.assigned
219,0.0020634016932771114,not.assigned,0.0007,0.041,0.0403,219,not.assigned
220,0.0021919594818509236,not.assigned,0.0009,0.041,0.040100000000000004,220,not.assigned
221,0.042703168412124064,not.assigned,0.0009,0.041,0.040100000000000004,221,not.assigned
222,0.02447111378786786,not.assigned,0.0009,0.041,0.040100000000000004,222,not.assigned
223,0.033095877102643396,not.assigned,0.0009,0.041,0.040100000000000004,223,not.assigned
224,0.06925348976506328,not.assigned,0.0009,0.041,0.040100000000000004,224,not.assigned
225,0.052247514371225066,not.assigned,0.0009,0.041,0.040100000000000004,225,not.assigned
226,0.004823330013427456,not.assigned,0.0009,0.041,0.040100000000000004,226,not.assigned
227,0.01960589947476186,not.assigned,0.0009,0.041,0.040100000000000004,227,not.assigned
228,0.01530305874330033,not.assigned,0.0009,0.041,0.040100000000000004,228,not.assigned
229,0.01280297929317591,not.assigned,0.0009,0.041,0.040100000000000004,229,not.assigned
230,0.09237966932068413,not.assigned,0.0009,0.041,0.040100000000000004,230,not.assigned
231,0.014553489737806274,not.assigned,0.0011,0.041,0.039900000000000005,231,not.assigned
232,0.00155741225650666,not.assigned,0.0011,0.041,0.039900000000000005,232,not.assigned
233,0.17149305766540168,PC9-DS8,0.0011,0.041,0.039900000000000005,233,PC9-DS8.1
234,0.05411071658297246,not.assigned,0.0011,0.041,0.039900000000000005,234,not.assigned
235,0.009860469929951586,not.assigned,0.0011,0.041,0.039900000000000005,235,not.assigned
236,0.09442150631810668,not.assigned,0.0011,0.041,0.039900000000000005,236,not.assigned
237,0.0006729689822297027,not.assigned,0.0011,0.041,0.039900000000000005,237,not.assigned
238,0.17566157797348483,PC9-DS8,0.0011,0.041,0.039900000000000005,238,PC9-DS8.1
239,0.06663147899593368,not.assigned,0.0011,0.041,0.039900000000000005,239,not.assigned
240,0.0009303280598371775,not.assigned,0.0011,0.041,0.039900000000000005,240,not.assigned
241,0.2693580503767286,PC9-DS8,0.0011,0.041,0.039900000000000005,241,PC9-DS8.1
242,0.0019771368999419326,not.assigned,0.0013,0.041,0.0397,242,not.assigned
243,0.014294204967870854,not.assigned,0.0013,0.041,0.0397,243,not.assigned
244,0.0722491225929441,not.assigned,0.0013,0.041,0.0397,244,not.assigned
245,0.06266241631880318,not.assigned,0.0013,0.041,0.0397,245,not.assigned
246,0.025465027378182337,not.assigned,0.0013,0.041,0.0397,246,not.assigned
247,0.014392329449421032,not.assigned,0.0013,0.041,0.0397,247,not.assigned
248,0.004365693700453401,not.assigned,0.0013,0.041,0.0397,248,not.assigned
249,0.05573436177490549,not.assigned,0.0013,0.041,0.0397,249,not.assigned
250,0.004294702753274076,not.assigned,0.0013,0.041,0.0397,250,not.assigned
251,0.1535327409428918,PC9-DS8,0.0013,0.041,0.0397,251,PC9-DS8.1
252,0.006014473323228571,not.assigned,0.0013,0.041,0.0397,252,not.assigned
253,0.0007215409819725281,not.assigned,0.0015,0.041,0.0395,253,not.assigned
254,0.005599532012399986,not.assigned,0.0015,0.041,0.0395,254,not.assigned
255,0.0003695159789258645,not.assigned,0.0015,0.041,0.0395,255,not.assigned
256,4.399822358918435e-05,not.assigned,0.0015,0.041,0.0395,256,not.assigned
257,0.0008163173400684555,not.assigned,0.0015,0.041,0.0395,257,not.assigned
258,0.020997249809999244,not.assigned,0.0015,0.041,0.0395,258,not.assigned
259,0.003362409040671654,not.assigned,0.0015,0.041,0.0395,259,not.assigned
260,0.003422209885923692,not.assigned,0.0015,0.041,0.0395,260,not.assigned
261,0.003845198689559845,not.assigned,0.0015,0.041,0.0395,261,not.assigned
262,0.00010741331647606361,not.assigned,0.0015,0.041,0.0395,262,not.assigned
263,0.0014655426034289047,not.assigned,0.0015,0.041,0.0395,263,not.assigned
264,5.835395660554916e-06,not.assigned,0.0005,0.041,0.0405,264,not.assigned
265,0.00806248016180754,not.assigned,0.0005,0.041,0.0405,265,not.assigned
266,0.020462309591648777,not.assigned,0.0005,0.041,0.0405,266,not.assigned
267,0.0009217103737399414,not.assigned,0.0005,0.041,0.0405,267,not.assigned
268,0.022350034692164976,not.assigned,0.0005,0.041,0.0405,268,not.assigned
269,0.0009680850148808618,not.assigned,0.0005,0.041,0.0405,269,not.assigned
270,0.06771688819520887,not.assigned,0.0005,0.041,0.0405,270,not.assigned
271,0.0002136161959026323,not.assigned,0.0005,0.041,0.0405,271,not.assigned
272,3.1839531409993935e-05,not.assigned,0.0005,0.041,0.0405,272,not.assigned
273,0.010922884115592453,not.assigned,0.0005,0.041,0.0405,273,not.assigned
274,0.001391964435294999,not.assigned,0.0005,0.041,0.0405,274,not.assigned
275,1.5530686151629305e-07,not.assigned,0.0007,0.041,0.0403,275,not.assigned
276,0.0012225373244711601,not.assigned,0.0007,0.041,0.0403,276,not.assigned
277,0.0017040837376244688,not.assigned,0.0007,0.041,0.0403,277,not.assigned
278,0.0008585243779412207,not.assigned,0.0007,0.041,0.0403,278,not.assigned
279,0.0003260147080683155,not.assigned,0.0007,0.041,0.0403,279,not.assigned
280,3.799615262237302e-05,not.assigned,0.0007,0.041,0.0403,280,not.assigned
281,0.027416634671634035,not.assigned,0.0007,0.041,0.0403,281,not.assigned
282,0.011494741596510986,not.assigned,0.0007,0.041,0.0403,282,not.assigned
283,0.001490978528243127,not.assigned,0.0007,0.041,0.0403,283,not.assigned
284,0.051773510569030186,not.assigned,0.0007,0.041,0.0403,284,not.assigned
285,0.0033921880150862755,not.assigned,0.0007,0.041,0.0403,285,not.assigned
286,0.007546608883153891,not.assigned,0.0009,0.041,0.040100000000000004,286,not.assigned
287,0.0007080222810936597,not.assigned,0.0009,0.041,0.040100000000000004,287,not.assigned
288,0.07617113341020564,not.assigned,0.0009,0.041,0.040100000000000004,288,not.assigned
289,0.00868746972718711,not.assigned,0.0009,0.041,0.040100000000000004,289,not.assigned
290,0.2577095856121288,PC9-DS8,0.0009,0.041,0.040100000000000004,290,PC9-DS8.1
291,0.004600889419979148,not.assigned,0.0009,0.041,0.040100000000000004,291,not.assigned
292,0.010235929608540249,not.assigned,0.0009,0.041,0.040100000000000004,292,not.assigned
293,0.0029313657798418808,not.assigned,0.0009,0.041,0.040100000000000004,293,not.assigned
294,0.0018712031665222115,not.assigned,0.0009,0.041,0.040100000000000004,294,not.assigned
295,0.013941340850687064,not.assigned,0.0009,0.041,0.040100000000000004,295,not.assigned
296,0.056701242405438404,not.assigned,0.0009,0.041,0.040100000000000004,296,not.assigned
297,0.0014458559239840733,not.assigned,0.0011,0.041,0.039900000000000005,297,not.assigned
298,0.030362739503783036,not.assigned,0.0011,0.041,0.039900000000000005,298,not.assigned
299,0.0040228066314651634,not.assigned,0.0011,0.041,0.039900000000000005,299,not.assigned
300,0.1588382682812597,PC9-DS8,0.0011,0.041,0.039900000000000005,300,PC9-DS8.1
301,0.0110680919274007,not.assigned,0.0011,0.041,0.039900000000000005,301,not.assigned
302,0.002740466261221628,not.assigned,0.0011,0.041,0.039900000000000005,302,not.assigned
303,0.024542014127884332,not.assigned,0.0011,0.041,0.039900000000000005,303,not.assigned
304,0.09738529080478707,not.assigned,0.0011,0.041,0.039900000000000005,304,not.assigned
305,0.02967454487312765,not.assigned,0.0011,0.041,0.039900000000000005,305,not.assigned
306,0.09404573666677354,not.assigned,0.0011,0.041,0.039900000000000005,306,not.assigned
307,0.03175045421241243,not.assigned,0.0011,0.041,0.039900000000000005,307,not.assigned
308,0.002818419969890324,not.assigned,0.0013,0.041,0.0397,308,not.assigned
309,0.04089334472629548,not.assigned,0.0013,0.041,0.0397,309,not.assigned
310,0.006806010468711643,not.assigned,0.0013,0.041,0.0397,310,not.assigned
311,0.016639385930100517,not.assigned,0.0013,0.041,0.0397,311,not.assigned
312,0.06075131742207033,not.assigned,0.0013,0.041,0.0397,312,not.assigned
313,0.01535801686083216,not.assigned,0.0013,0.041,0.0397,313,not.assigned
314,0.03829501410397766,not.assigned,0.0013,0.041,0.0397,314,not.assigned
315,0.02990564410796328,not.assigned,0.0013,0.041,0.0397,315,not.assigned
316,0.02856596185003468,not.assigned,0.0013,0.041,0.0397,316,not.assigned
317,0.05475106590831728,not.assigned,0.0013,0.041,0.0397,317,not.assigned
318,0.00768062244575439,not.assigned,0.0013,0.041,0.0397,318,not.assigned
319,3.926144151226507e-05,not.assigned,0.0015,0.041,0.0395,319,not.assigned
320,0.000248471236696811,not.assigned,0.0015,0.041,0.0395,320,not.assigned
321,0.00015734832095322932,not.assigned,0.0015,0.041,0.0395,321,not.assigned
322,6.424782316698284e-06,not.assigned,0.0015,0.041,0.0395,322,not.assigned
323,0.0003436516289515384,not.assigned,0.0015,0.041,0.0395,323,not.assigned
324,0.0077079301611937085,not.assigned,0.0015,0.041,0.0395,324,not.assigned
325,0.015524602610288818,not.assigned,0.0015,0.041,0.0395,325,not.assigned
326,0.008828601903536832,not.assigned,0.0015,0.041,0.0395,326,not.assigned
327,0.0025000264275057177,not.assigned,0.0015,0.041,0.0395,327,not.assigned
328,0.004151558746702559,not.assigned,0.0015,0.041,0.0395,328,not.assigned
329,0.019386286137478562,not.assigned,0.0015,0.041,0.0395,329,not.assigned
330,0.016112623955919465,not.assigned,0.0005,0.042,0.0415,330,not.assigned
331,0.0012281082312056812,not.assigned,0.0005,0.042,0.0415,331,not.assigned
332,0.0196795954660305,not.assigned,0.0005,0.042,0.0415,332,not.assigned
333,0.0002547053512561307,not.assigned,0.0005,0.042,0.0415,333,not.assigned
334,0.002227460458598081,not.assigned,0.0005,0.042,0.0415,334,not.assigned
335,0.0007987214309147812,not.assigned,0.0005,0.042,0.0415,335,not.assigned
336,0.018231498493715765,not.assigned,0.0005,0.042,0.0415,336,not.assigned
337,0.0003943613269438928,not.assigned,0.0005,0.042,0.0415,337,not.assigned
338,0.00730773832718202,not.assigned,0.0005,0.042,0.0415,338,not.assigned
