,p-value,cell.line,DIP Rate,Division Rate,Death Rate,param.pair,Cell Line
1404,0.017803874604800696,not.assigned,0.0007,0.045,0.0443,1404,not.assigned
1405,0.0028984177973809633,not.assigned,0.0007,0.045,0.0443,1405,not.assigned
1406,0.004893731685723789,not.assigned,0.0007,0.045,0.0443,1406,not.assigned
1407,4.298227712525525e-05,not.assigned,0.0007,0.045,0.0443,1407,not.assigned
1408,0.0015263666544420517,not.assigned,0.0009,0.045,0.0441,1408,not.assigned
1409,0.011900782298635297,not.assigned,0.0009,0.045,0.0441,1409,not.assigned
1410,0.038711468587871854,not.assigned,0.0009,0.045,0.0441,1410,not.assigned
1411,0.015102029839682804,not.assigned,0.0009,0.045,0.0441,1411,not.assigned
1412,0.04117876704638029,not.assigned,0.0009,0.045,0.0441,1412,not.assigned
1413,0.12412929811691546,PC9-DS8,0.0009,0.045,0.0441,1413,PC9-DS8.1
1414,0.1486871424787855,PC9-DS8,0.0009,0.045,0.0441,1414,PC9-DS8.1
1415,0.23101498901901402,PC9-DS8,0.0009,0.045,0.0441,1415,PC9-DS8.1
1416,0.2593035676828726,PC9-DS8,0.0009,0.045,0.0441,1416,PC9-DS8.1
1417,0.011962890031729102,not.assigned,0.0009,0.045,0.0441,1417,not.assigned
1418,0.07120763494252055,not.assigned,0.0009,0.045,0.0441,1418,not.assigned
1419,0.007338592159729232,not.assigned,0.0011,0.045,0.0439,1419,not.assigned
1420,0.009033594899191168,not.assigned,0.0011,0.045,0.0439,1420,not.assigned
1421,0.049184397847847,not.assigned,0.0011,0.045,0.0439,1421,not.assigned
1422,0.00435106783604838,not.assigned,0.0011,0.045,0.0439,1422,not.assigned
1423,0.24329464293853847,PC9-DS8,0.0011,0.045,0.0439,1423,PC9-DS8.1
1424,0.1695684527178465,PC9-DS8,0.0011,0.045,0.0439,1424,PC9-DS8.1
1425,0.009432169222128986,not.assigned,0.0011,0.045,0.0439,1425,not.assigned
1426,0.04129113195088727,not.assigned,0.0011,0.045,0.0439,1426,not.assigned
1427,0.03231869959389909,not.assigned,0.0011,0.045,0.0439,1427,not.assigned
1428,0.21684890039970667,PC9-DS8,0.0011,0.045,0.0439,1428,PC9-DS8.1
1429,0.004751840935341085,not.assigned,0.0011,0.045,0.0439,1429,not.assigned
1430,0.005200680190027829,not.assigned,0.0013,0.045,0.043699999999999996,1430,not.assigned
1431,0.0036125395298755502,not.assigned,0.0013,0.045,0.043699999999999996,1431,not.assigned
1432,0.0053606862313579935,not.assigned,0.0013,0.045,0.043699999999999996,1432,not.assigned
1433,0.10378211200861955,PC9-DS8,0.0013,0.045,0.043699999999999996,1433,PC9-DS8.1
1434,0.02492833600002595,not.assigned,0.0013,0.045,0.043699999999999996,1434,not.assigned
1435,0.0009026815460208624,not.assigned,0.0013,0.045,0.043699999999999996,1435,not.assigned
1436,0.03720752604570943,not.assigned,0.0013,0.045,0.043699999999999996,1436,not.assigned
1437,0.04290979400297217,not.assigned,0.0013,0.045,0.043699999999999996,1437,not.assigned
1438,0.004500652540564774,not.assigned,0.0013,0.045,0.043699999999999996,1438,not.assigned
1439,0.142765502852628,PC9-DS8,0.0013,0.045,0.043699999999999996,1439,PC9-DS8.1
1440,0.08382202289746293,not.assigned,0.0013,0.045,0.043699999999999996,1440,not.assigned
1441,0.0010042871887990417,not.assigned,0.0015,0.045,0.0435,1441,not.assigned
1442,0.0021413025389748,not.assigned,0.0015,0.045,0.0435,1442,not.assigned
1443,0.0017948590779298045,not.assigned,0.0015,0.045,0.0435,1443,not.assigned
1444,0.0021771199353384438,not.assigned,0.0015,0.045,0.0435,1444,not.assigned
1445,0.03312925047691858,not.assigned,0.0015,0.045,0.0435,1445,not.assigned
1446,0.0018538586172332683,not.assigned,0.0015,0.045,0.0435,1446,not.assigned
1447,0.02653636529630965,not.assigned,0.0015,0.045,0.0435,1447,not.assigned
1448,0.004284499929375823,not.assigned,0.0015,0.045,0.0435,1448,not.assigned
1449,0.05041873695755132,not.assigned,0.0015,0.045,0.0435,1449,not.assigned
1450,8.064985226380103e-05,not.assigned,0.0015,0.045,0.0435,1450,not.assigned
1451,0.01154284553719476,not.assigned,0.0015,0.045,0.0435,1451,not.assigned
1452,0.0025312408161481804,not.assigned,0.0005,0.045,0.0445,1452,not.assigned
1453,0.006394105352134977,not.assigned,0.0005,0.045,0.0445,1453,not.assigned
1454,0.0024824379799612186,not.assigned,0.0005,0.045,0.0445,1454,not.assigned
1455,0.00048625430139305297,not.assigned,0.0005,0.045,0.0445,1455,not.assigned
1456,0.0026129554190155264,not.assigned,0.0005,0.045,0.0445,1456,not.assigned
1457,0.0002535980874512949,not.assigned,0.0005,0.045,0.0445,1457,not.assigned
1458,0.039243035453616126,not.assigned,0.0005,0.045,0.0445,1458,not.assigned
1459,0.0011993038433747577,not.assigned,0.0005,0.045,0.0445,1459,not.assigned
1460,0.008399516057423869,not.assigned,0.0005,0.045,0.0445,1460,not.assigned
1461,0.019286126018590883,not.assigned,0.0005,0.045,0.0445,1461,not.assigned
1462,0.0018384650250604913,not.assigned,0.0005,0.045,0.0445,1462,not.assigned
1463,0.00884791730665033,not.assigned,0.0007,0.045,0.0443,1463,not.assigned
1464,0.041336133804748286,not.assigned,0.0007,0.045,0.0443,1464,not.assigned
1465,0.030557191426874172,not.assigned,0.0007,0.045,0.0443,1465,not.assigned
1466,0.0010786315429415444,not.assigned,0.0007,0.045,0.0443,1466,not.assigned
1467,0.04233788054269714,not.assigned,0.0007,0.045,0.0443,1467,not.assigned
1468,0.013033757738960854,not.assigned,0.0007,0.045,0.0443,1468,not.assigned
1469,0.16709337141050778,PC9-DS8,0.0007,0.045,0.0443,1469,PC9-DS8.1
1470,0.06421583532411833,not.assigned,0.0007,0.045,0.0443,1470,not.assigned
1471,0.014228434960181805,not.assigned,0.0007,0.045,0.0443,1471,not.assigned
1472,0.012402639303217389,not.assigned,0.0007,0.045,0.0443,1472,not.assigned
1473,0.08627092066826124,not.assigned,0.0007,0.045,0.0443,1473,not.assigned
1474,0.0014699834389212446,not.assigned,0.0009,0.045,0.0441,1474,not.assigned
1475,0.009432169222128986,not.assigned,0.0009,0.045,0.0441,1475,not.assigned
1476,0.029840693746464624,not.assigned,0.0009,0.045,0.0441,1476,not.assigned
1477,0.0021339505016303873,not.assigned,0.0009,0.045,0.0441,1477,not.assigned
1478,0.06760645611942678,not.assigned,0.0009,0.045,0.0441,1478,not.assigned
1479,0.054434207250550745,not.assigned,0.0009,0.045,0.0441,1479,not.assigned
1480,0.002460121041816211,not.assigned,0.0009,0.045,0.0441,1480,not.assigned
1481,0.0006910406228029922,not.assigned,0.0009,0.045,0.0441,1481,not.assigned
1482,0.004678469249305588,not.assigned,0.0009,0.045,0.0441,1482,not.assigned
1483,0.002802501458423318,not.assigned,0.0009,0.045,0.0441,1483,not.assigned
1484,0.010214118288399788,not.assigned,0.0009,0.045,0.0441,1484,not.assigned
1485,0.0031505866882773244,not.assigned,0.0011,0.045,0.0439,1485,not.assigned
1486,0.0002180788489535363,not.assigned,0.0011,0.045,0.0439,1486,not.assigned
1487,0.0010447533746116933,not.assigned,0.0011,0.045,0.0439,1487,not.assigned
1488,0.002667154707159768,not.assigned,0.0011,0.045,0.0439,1488,not.assigned
1489,0.027555849918104558,not.assigned,0.0011,0.045,0.0439,1489,not.assigned
1490,0.14133017301781947,PC9-DS8,0.0011,0.045,0.0439,1490,PC9-DS8.1
1491,0.23912967683105385,PC9-DS8,0.0011,0.045,0.0439,1491,PC9-DS8.1
1492,0.20396675587867824,PC9-DS8,0.0011,0.045,0.0439,1492,PC9-DS8.1
1493,0.04632182614669829,not.assigned,0.0011,0.045,0.0439,1493,not.assigned
1494,1.2598893403514109e-05,not.assigned,0.0011,0.045,0.0439,1494,not.assigned
1495,0.08322430594787902,not.assigned,0.0011,0.045,0.0439,1495,not.assigned
1496,0.0043624767102235775,not.assigned,0.0013,0.045,0.043699999999999996,1496,not.assigned
1497,0.021331322279733517,not.assigned,0.0013,0.045,0.043699999999999996,1497,not.assigned
1498,0.06760408150274143,not.assigned,0.0013,0.045,0.043699999999999996,1498,not.assigned
1499,0.009315550241834359,not.assigned,0.0013,0.045,0.043699999999999996,1499,not.assigned
1500,0.01867000628451066,not.assigned,0.0013,0.045,0.043699999999999996,1500,not.assigned
1501,0.04021147490337612,not.assigned,0.0013,0.045,0.043699999999999996,1501,not.assigned
1502,0.01747588227687383,not.assigned,0.0013,0.045,0.043699999999999996,1502,not.assigned
1503,0.10441325172403929,PC9-DS8,0.0013,0.045,0.043699999999999996,1503,PC9-DS8.1
1504,0.057435153634143296,not.assigned,0.0013,0.045,0.043699999999999996,1504,not.assigned
1505,0.055578415804945255,not.assigned,0.0013,0.045,0.043699999999999996,1505,not.assigned
1506,0.11632209402561927,PC9-DS8,0.0013,0.045,0.043699999999999996,1506,PC9-DS8.1
1507,0.00304352365583746,not.assigned,0.0015,0.045,0.0435,1507,not.assigned
1508,0.004276443276973219,not.assigned,0.0015,0.045,0.0435,1508,not.assigned
1509,0.0023604423628373855,not.assigned,0.0015,0.045,0.0435,1509,not.assigned
1510,0.017706925817095445,not.assigned,0.0015,0.045,0.0435,1510,not.assigned
1511,0.0002819206133652344,not.assigned,0.0015,0.045,0.0435,1511,not.assigned
1512,0.0446662731675224,not.assigned,0.0015,0.045,0.0435,1512,not.assigned
1513,0.006122158041737055,not.assigned,0.0015,0.045,0.0435,1513,not.assigned
1514,0.006122158041737055,not.assigned,0.0015,0.045,0.0435,1514,not.assigned
1515,0.00022883661272720375,not.assigned,0.0015,0.045,0.0435,1515,not.assigned
1516,0.0001577972933915734,not.assigned,0.0015,0.045,0.0435,1516,not.assigned
1517,0.0006771800859608908,not.assigned,0.0015,0.045,0.0435,1517,not.assigned
1518,7.096487518519121e-05,not.assigned,0.0005,0.045,0.0445,1518,not.assigned
1519,0.00323154890806355,not.assigned,0.0005,0.045,0.0445,1519,not.assigned
1520,0.000872034023878584,not.assigned,0.0005,0.045,0.0445,1520,not.assigned
1521,0.013582572010991174,not.assigned,0.0005,0.045,0.0445,1521,not.assigned
1522,0.001553418860906409,not.assigned,0.0005,0.045,0.0445,1522,not.assigned
1523,0.04703617246050282,not.assigned,0.0005,0.045,0.0445,1523,not.assigned
1524,0.004768214718844411,not.assigned,0.0005,0.045,0.0445,1524,not.assigned
1525,0.09237966932068413,not.assigned,0.0005,0.045,0.0445,1525,not.assigned
1526,0.027627985872306634,not.assigned,0.0005,0.045,0.0445,1526,not.assigned
1527,0.002630266361906588,not.assigned,0.0005,0.045,0.0445,1527,not.assigned
1528,0.00022042120778309904,not.assigned,0.0005,0.045,0.0445,1528,not.assigned
1529,0.04364251732128093,not.assigned,0.0007,0.045,0.0443,1529,not.assigned
1530,9.944464095783942e-05,not.assigned,0.0007,0.045,0.0443,1530,not.assigned
1531,0.004252265683495775,not.assigned,0.0007,0.045,0.0443,1531,not.assigned
1532,0.11023794822303724,PC9-DS8,0.0007,0.045,0.0443,1532,PC9-DS8.1
1533,0.004791947548437505,not.assigned,0.0007,0.045,0.0443,1533,not.assigned
1534,0.014339246840291687,not.assigned,0.0007,0.045,0.0443,1534,not.assigned
1535,0.000887377440005377,not.assigned,0.0007,0.045,0.0443,1535,not.assigned
1536,0.0009680850148808618,not.assigned,0.0007,0.045,0.0443,1536,not.assigned
1537,0.2468739389637681,PC9-DS8,0.0007,0.045,0.0443,1537,PC9-DS8.1
1538,0.06663147899593368,not.assigned,0.0007,0.045,0.0443,1538,not.assigned
1539,0.009469066735423028,not.assigned,0.0007,0.045,0.0443,1539,not.assigned
1540,0.006630677408240958,not.assigned,0.0009,0.045,0.0441,1540,not.assigned
1541,0.003996506194989862,not.assigned,0.0009,0.045,0.0441,1541,not.assigned
1542,0.0007255484669269182,not.assigned,0.0009,0.045,0.0441,1542,not.assigned
1543,0.007511300849193685,not.assigned,0.0009,0.045,0.0441,1543,not.assigned
1544,0.033095877102643396,not.assigned,0.0009,0.045,0.0441,1544,not.assigned
1545,0.0627943912555491,not.assigned,0.0009,0.045,0.0441,1545,not.assigned
1546,0.23722085418289288,PC9-DS8,0.0009,0.045,0.0441,1546,PC9-DS8.1
1547,0.0003148249654171467,not.assigned,0.0009,0.045,0.0441,1547,not.assigned
1548,0.03487135070190043,not.assigned,0.0009,0.045,0.0441,1548,not.assigned
1549,0.029108378578722605,not.assigned,0.0009,0.045,0.0441,1549,not.assigned
1550,0.018231498493715765,not.assigned,0.0009,0.045,0.0441,1550,not.assigned
1551,0.006691425221847777,not.assigned,0.0011,0.045,0.0439,1551,not.assigned
1552,0.0020971512274561327,not.assigned,0.0011,0.045,0.0439,1552,not.assigned
1553,0.0032014289934774068,not.assigned,0.0011,0.045,0.0439,1553,not.assigned
1554,0.01052917829281112,not.assigned,0.0011,0.045,0.0439,1554,not.assigned
1555,0.004028422870909251,not.assigned,0.0011,0.045,0.0439,1555,not.assigned
1556,0.021662276055523046,not.assigned,0.0011,0.045,0.0439,1556,not.assigned
1557,0.05969190911942252,not.assigned,0.0011,0.045,0.0439,1557,not.assigned
1558,0.1299009650943493,PC9-DS8,0.0011,0.045,0.0439,1558,PC9-DS8.1
1559,0.4547775384445333,PC9-DS8,0.0011,0.045,0.0439,1559,PC9-DS8.1
1560,0.03948321731901717,not.assigned,0.0011,0.045,0.0439,1560,not.assigned
1561,0.03677453871083443,not.assigned,0.0011,0.045,0.0439,1561,not.assigned
1562,0.003842922237264594,not.assigned,0.0013,0.045,0.043699999999999996,1562,not.assigned
1563,0.0507463368215775,not.assigned,0.0013,0.045,0.043699999999999996,1563,not.assigned
1564,0.015607685433713847,not.assigned,0.0013,0.045,0.043699999999999996,1564,not.assigned
1565,0.04969443059249599,not.assigned,0.0013,0.045,0.043699999999999996,1565,not.assigned
1566,0.11876802360030562,PC9-DS8,0.0013,0.045,0.043699999999999996,1566,PC9-DS8.1
1567,0.025139345305619457,not.assigned,0.0013,0.045,0.043699999999999996,1567,not.assigned
1568,0.081353561379988,not.assigned,0.0013,0.045,0.043699999999999996,1568,not.assigned
1569,0.01028281994202631,not.assigned,0.0013,0.045,0.043699999999999996,1569,not.assigned
1570,0.013468013338210792,not.assigned,0.0013,0.045,0.043699999999999996,1570,not.assigned
1571,0.017750632729032708,not.assigned,0.0013,0.045,0.043699999999999996,1571,not.assigned
1572,0.0013061980884607673,not.assigned,0.0013,0.045,0.043699999999999996,1572,not.assigned
1573,0.0003128897120852546,not.assigned,0.0015,0.045,0.0435,1573,not.assigned
1574,0.04681240516750127,not.assigned,0.0015,0.045,0.0435,1574,not.assigned
1575,0.008231520720287785,not.assigned,0.0015,0.045,0.0435,1575,not.assigned
1576,0.015723680477627663,not.assigned,0.0015,0.045,0.0435,1576,not.assigned
1577,0.014936327085670418,not.assigned,0.0015,0.045,0.0435,1577,not.assigned
1578,2.530528861800073e-05,not.assigned,0.0015,0.045,0.0435,1578,not.assigned
1579,0.004299617290504822,not.assigned,0.0015,0.045,0.0435,1579,not.assigned
1580,0.0029488808528457806,not.assigned,0.0015,0.045,0.0435,1580,not.assigned
1581,0.028468267864913934,not.assigned,0.0015,0.045,0.0435,1581,not.assigned
1582,0.01730128748837166,not.assigned,0.0015,0.045,0.0435,1582,not.assigned
1583,0.0007356026585779087,not.assigned,0.0015,0.045,0.0435,1583,not.assigned
1584,0.0015375398243135663,not.assigned,0.0005,0.045,0.0445,1584,not.assigned
1585,6.905251160451921e-05,not.assigned,0.0005,0.045,0.0445,1585,not.assigned
1586,0.03088613026712517,not.assigned,0.0005,0.045,0.0445,1586,not.assigned
1587,0.00012454333935284315,not.assigned,0.0005,0.045,0.0445,1587,not.assigned
1588,0.003066914077248374,not.assigned,0.0005,0.045,0.0445,1588,not.assigned
1589,0.0010786315429415444,not.assigned,0.0005,0.045,0.0445,1589,not.assigned
1590,0.006645670202102421,not.assigned,0.0005,0.045,0.0445,1590,not.assigned
1591,0.0009680850148808618,not.assigned,0.0005,0.045,0.0445,1591,not.assigned
1592,0.0013096136124744362,not.assigned,0.0005,0.045,0.0445,1592,not.assigned
1593,0.03623115980146554,not.assigned,0.0005,0.045,0.0445,1593,not.assigned
1594,0.0001287103514790967,not.assigned,0.0005,0.045,0.0445,1594,not.assigned
1595,0.023141826699631128,not.assigned,0.0007,0.045,0.0443,1595,not.assigned
1596,0.0011297207228499735,not.assigned,0.0007,0.045,0.0443,1596,not.assigned
1597,0.0229610697461691,not.assigned,0.0007,0.045,0.0443,1597,not.assigned
1598,0.000129342860952953,not.assigned,0.0007,0.045,0.0443,1598,not.assigned
1599,0.009352894619296082,not.assigned,0.0007,0.045,0.0443,1599,not.assigned
1600,0.001663242939865995,not.assigned,0.0007,0.045,0.0443,1600,not.assigned
1601,0.005341137533038907,not.assigned,0.0007,0.045,0.0443,1601,not.assigned
1602,0.18864696550132487,PC9-DS8,0.0007,0.045,0.0443,1602,PC9-DS8.1
1603,0.003068208683496102,not.assigned,0.0007,0.045,0.0443,1603,not.assigned
1604,0.1168377674501953,PC9-DS8,0.0007,0.045,0.0443,1604,PC9-DS8.1
1605,0.0011297207228499735,not.assigned,0.0007,0.045,0.0443,1605,not.assigned
1606,0.0039616848857020395,not.assigned,0.0009,0.045,0.0441,1606,not.assigned
1607,0.08682812130760091,not.assigned,0.0009,0.045,0.0441,1607,not.assigned
1608,0.030818306057680673,not.assigned,0.0009,0.045,0.0441,1608,not.assigned
1609,0.004710283789836051,not.assigned,0.0009,0.045,0.0441,1609,not.assigned
1610,0.012789208055811685,not.assigned,0.0009,0.045,0.0441,1610,not.assigned
1611,0.0064341737015184575,not.assigned,0.0009,0.045,0.0441,1611,not.assigned
1612,0.13865164900166302,PC9-DS8,0.0009,0.045,0.0441,1612,PC9-DS8.1
1613,0.006167661897705265,not.assigned,0.0009,0.045,0.0441,1613,not.assigned
1614,0.1486871424787855,PC9-DS8,0.0009,0.045,0.0441,1614,PC9-DS8.1
1615,0.04261334917448158,not.assigned,0.0009,0.045,0.0441,1615,not.assigned
1616,0.016597719985490717,not.assigned,0.0009,0.045,0.0441,1616,not.assigned
1617,0.006193897930451531,not.assigned,0.0011,0.045,0.0439,1617,not.assigned
1618,0.009200936360043401,not.assigned,0.0011,0.045,0.0439,1618,not.assigned
1619,0.06904655424050937,not.assigned,0.0011,0.045,0.0439,1619,not.assigned
1620,0.03913254543501735,not.assigned,0.0011,0.045,0.0439,1620,not.assigned
1621,0.048737468201013566,not.assigned,0.0011,0.045,0.0439,1621,not.assigned
1622,0.07277469789831587,not.assigned,0.0011,0.045,0.0439,1622,not.assigned
1623,0.02321567992372604,not.assigned,0.0011,0.045,0.0439,1623,not.assigned
1624,0.1300960302683522,PC9-DS8,0.0011,0.045,0.0439,1624,PC9-DS8.1
1625,0.016538453727711924,not.assigned,0.0011,0.045,0.0439,1625,not.assigned
1626,0.33298367601770673,PC9-DS8,0.0011,0.045,0.0439,1626,PC9-DS8.1
1627,0.005147582742527972,not.assigned,0.0011,0.045,0.0439,1627,not.assigned
1628,0.0003859827852105123,not.assigned,0.0013,0.045,0.043699999999999996,1628,not.assigned
1629,0.005118026589493301,not.assigned,0.0013,0.045,0.043699999999999996,1629,not.assigned
1630,0.0787732701581685,not.assigned,0.0013,0.045,0.043699999999999996,1630,not.assigned
1631,0.010603668238772623,not.assigned,0.0013,0.045,0.043699999999999996,1631,not.assigned
1632,0.012367779095787993,not.assigned,0.0013,0.045,0.043699999999999996,1632,not.assigned
1633,0.08871967858493174,not.assigned,0.0013,0.045,0.043699999999999996,1633,not.assigned
1634,0.022730109513623177,not.assigned,0.0013,0.045,0.043699999999999996,1634,not.assigned
1635,0.012880665090919698,not.assigned,0.0013,0.045,0.043699999999999996,1635,not.assigned
1636,0.12197197937089095,PC9-DS8,0.0013,0.045,0.043699999999999996,1636,PC9-DS8.1
1637,0.13636864288480896,PC9-DS8,0.0013,0.045,0.043699999999999996,1637,PC9-DS8.1
1638,0.011752754287135295,not.assigned,0.0013,0.045,0.043699999999999996,1638,not.assigned
1639,0.003094574342060724,not.assigned,0.0015,0.045,0.0435,1639,not.assigned
1640,0.0020156316284966795,not.assigned,0.0015,0.045,0.0435,1640,not.assigned
1641,0.000427575534912364,not.assigned,0.0015,0.045,0.0435,1641,not.assigned
1642,0.005780625943053492,not.assigned,0.0015,0.045,0.0435,1642,not.assigned
1643,0.0027776621009111616,not.assigned,0.0015,0.045,0.0435,1643,not.assigned
1644,0.003797860511487211,not.assigned,0.0015,0.045,0.0435,1644,not.assigned
1645,0.011918102861207586,not.assigned,0.0015,0.045,0.0435,1645,not.assigned
1646,0.0011481324061501659,not.assigned,0.0015,0.045,0.0435,1646,not.assigned
1647,0.020348592095515348,not.assigned,0.0015,0.045,0.0435,1647,not.assigned
1648,0.0007381339987259812,not.assigned,0.0015,0.045,0.0435,1648,not.assigned
1649,0.024579320207391436,not.assigned,0.0015,0.045,0.0435,1649,not.assigned
1650,0.009032351914389667,not.assigned,0.0005,0.046,0.0455,1650,not.assigned
1651,7.188392649591723e-06,not.assigned,0.0005,0.046,0.0455,1651,not.assigned
1652,0.011478353916668078,not.assigned,0.0005,0.046,0.0455,1652,not.assigned
1653,0.0006040332321386438,not.assigned,0.0005,0.046,0.0455,1653,not.assigned
1654,0.0028984177973809633,not.assigned,0.0005,0.046,0.0455,1654,not.assigned
1655,0.03955159683420414,not.assigned,0.0005,0.046,0.0455,1655,not.assigned
1656,0.07915421912157292,not.assigned,0.0005,0.046,0.0455,1656,not.assigned
1657,0.008409475735346459,not.assigned,0.0005,0.046,0.0455,1657,not.assigned
1658,0.03176680470197231,not.assigned,0.0005,0.046,0.0455,1658,not.assigned
1659,0.01593860800032385,not.assigned,0.0005,0.046,0.0455,1659,not.assigned
1660,0.020344360880804796,not.assigned,0.0005,0.046,0.0455,1660,not.assigned
1661,0.010754079919566287,not.assigned,0.0007,0.046,0.0453,1661,not.assigned
1662,0.005206973857876961,not.assigned,0.0007,0.046,0.0453,1662,not.assigned
1663,0.07236640699034633,not.assigned,0.0007,0.046,0.0453,1663,not.assigned
1664,0.0027892434476262866,not.assigned,0.0007,0.046,0.0453,1664,not.assigned
1665,0.04990611604755435,not.assigned,0.0007,0.046,0.0453,1665,not.assigned
1666,0.07275823305543644,not.assigned,0.0007,0.046,0.0453,1666,not.assigned
1667,0.013582572010991174,not.assigned,0.0007,0.046,0.0453,1667,not.assigned
1668,0.05286212215977154,not.assigned,0.0007,0.046,0.0453,1668,not.assigned
1669,0.020007501377620644,not.assigned,0.0007,0.046,0.0453,1669,not.assigned
1670,0.025976576636073126,not.assigned,0.0007,0.046,0.0453,1670,not.assigned
1671,0.03996743149679039,not.assigned,0.0007,0.046,0.0453,1671,not.assigned
1672,0.03440760836398148,not.assigned,0.0009,0.046,0.0451,1672,not.assigned
1673,0.0015963424506656213,not.assigned,0.0009,0.046,0.0451,1673,not.assigned
1674,0.0011905757523309366,not.assigned,0.0009,0.046,0.0451,1674,not.assigned
1675,0.04530940358497612,not.assigned,0.0009,0.046,0.0451,1675,not.assigned
1676,0.053031963646994626,not.assigned,0.0009,0.046,0.0451,1676,not.assigned
1677,0.00495635273964102,not.assigned,0.0009,0.046,0.0451,1677,not.assigned
1678,0.378599468385117,PC9-DS8,0.0009,0.046,0.0451,1678,PC9-DS8.1
1679,0.12126851106241726,PC9-DS8,0.0009,0.046,0.0451,1679,PC9-DS8.1
1680,0.0026946554776087943,not.assigned,0.0009,0.046,0.0451,1680,not.assigned
1681,0.2951151794013783,PC9-DS8,0.0009,0.046,0.0451,1681,PC9-DS8.1
1682,0.033333101993721796,not.assigned,0.0009,0.046,0.0451,1682,not.assigned
1683,0.007673358753434933,not.assigned,0.0011,0.046,0.0449,1683,not.assigned
1684,0.0071829618237535375,not.assigned,0.0011,0.046,0.0449,1684,not.assigned
1685,0.004600889419979148,not.assigned,0.0011,0.046,0.0449,1685,not.assigned
1686,0.02686763692234752,not.assigned,0.0011,0.046,0.0449,1686,not.assigned
1687,0.23396101630375019,PC9-DS8,0.0011,0.046,0.0449,1687,PC9-DS8.1
1688,0.3103158427521175,PC9-DS8,0.0011,0.046,0.0449,1688,PC9-DS8.1
1689,0.026318836234722247,not.assigned,0.0011,0.046,0.0449,1689,not.assigned
1690,0.01452333128844978,not.assigned,0.0011,0.046,0.0449,1690,not.assigned
1691,0.09804043036353154,not.assigned,0.0011,0.046,0.0449,1691,not.assigned
1692,0.0460160501569269,not.assigned,0.0011,0.046,0.0449,1692,not.assigned
1693,0.008209089087291236,not.assigned,0.0011,0.046,0.0449,1693,not.assigned
1694,0.005810953849623394,not.assigned,0.0013,0.046,0.0447,1694,not.assigned
1695,0.007775034764029831,not.assigned,0.0013,0.046,0.0447,1695,not.assigned
1696,0.025139345305619457,not.assigned,0.0013,0.046,0.0447,1696,not.assigned
1697,0.0027851368071061845,not.assigned,0.0013,0.046,0.0447,1697,not.assigned
1698,0.016745066556181826,not.assigned,0.0013,0.046,0.0447,1698,not.assigned
1699,0.02596164224141239,not.assigned,0.0013,0.046,0.0447,1699,not.assigned
1700,0.04089334472629548,not.assigned,0.0013,0.046,0.0447,1700,not.assigned
1701,0.08627092066826124,not.assigned,0.0013,0.046,0.0447,1701,not.assigned
1702,0.0663894047541473,not.assigned,0.0013,0.046,0.0447,1702,not.assigned
1703,0.07348714943226542,not.assigned,0.0013,0.046,0.0447,1703,not.assigned
1704,0.10729859722894146,PC9-DS8,0.0013,0.046,0.0447,1704,PC9-DS8.1
1705,0.016071088116754905,not.assigned,0.0015,0.046,0.0445,1705,not.assigned
1706,0.008454326430589295,not.assigned,0.0015,0.046,0.0445,1706,not.assigned
1707,0.0009980660376104863,not.assigned,0.0015,0.046,0.0445,1707,not.assigned
1708,0.018950918991631583,not.assigned,0.0015,0.046,0.0445,1708,not.assigned
1709,0.08210515270116875,not.assigned,0.0015,0.046,0.0445,1709,not.assigned
1710,7.419437798930945e-05,not.assigned,0.0015,0.046,0.0445,1710,not.assigned
1711,0.0008163173400684555,not.assigned,0.0015,0.046,0.0445,1711,not.assigned
1712,0.014742463720516467,not.assigned,0.0015,0.046,0.0445,1712,not.assigned
1713,0.010529178292811166,not.assigned,0.0015,0.046,0.0445,1713,not.assigned
1714,0.007307757876556626,not.assigned,0.0015,0.046,0.0445,1714,not.assigned
1715,0.0001835996339088801,not.assigned,0.0015,0.046,0.0445,1715,not.assigned
1716,0.003466066362119478,not.assigned,0.0005,0.046,0.0455,1716,not.assigned
1717,0.0016635816441631839,not.assigned,0.0005,0.046,0.0455,1717,not.assigned
1718,0.002919717547646112,not.assigned,0.0005,0.046,0.0455,1718,not.assigned
1719,0.00211065888670579,not.assigned,0.0005,0.046,0.0455,1719,not.assigned
1720,0.0033476100856755886,not.assigned,0.0005,0.046,0.0455,1720,not.assigned
1721,0.02022049317172839,not.assigned,0.0005,0.046,0.0455,1721,not.assigned
1722,0.0004125253630786435,not.assigned,0.0005,0.046,0.0455,1722,not.assigned
1723,0.02697727479461783,not.assigned,0.0005,0.046,0.0455,1723,not.assigned
1724,0.0021100029879832804,not.assigned,0.0005,0.046,0.0455,1724,not.assigned
1725,0.040799066662507495,not.assigned,0.0005,0.046,0.0455,1725,not.assigned
1726,0.031009684167161013,not.assigned,0.0005,0.046,0.0455,1726,not.assigned
1727,0.004106861134988082,not.assigned,0.0007,0.046,0.0453,1727,not.assigned
1728,0.07449034157151735,not.assigned,0.0007,0.046,0.0453,1728,not.assigned
1729,0.023718992434402727,not.assigned,0.0007,0.046,0.0453,1729,not.assigned
1730,0.03892875320576552,not.assigned,0.0007,0.046,0.0453,1730,not.assigned
1731,0.06668169930472083,not.assigned,0.0007,0.046,0.0453,1731,not.assigned
1732,0.051257702264400636,not.assigned,0.0007,0.046,0.0453,1732,not.assigned
