"Column","Row","Cell Nuclei / mm^2","Evaluated Area [mm^2]","Estimated Total Cell Count","Total Granule Count","Cell Nucleus","Contrast","Size [um^2]","Intensity","Roughness","Granularity","Granule Intensity","Granule Count","Longishness","Compactness"
4,C,2.109569e+002,1.369000e+001,3.090000e+003,1.489300e+004,2888,4.391558e-001,2.540480e+002,1.826717e+002,1.115585e+002,1.144202e+000,2.456701e+002,5.156856e+000,1.190222e+000,8.197601e-001
4,D,2.056245e+002,1.369000e+001,3.444000e+003,1.289600e+004,2815,4.169212e-001,2.928924e+002,1.700321e+002,9.031715e+001,9.374336e-001,2.289478e+002,4.581172e+000,1.220632e+000,8.015790e-001
4,E,2.200877e+002,1.369000e+001,4.905000e+003,1.379600e+004,3013,3.755237e-001,2.847496e+002,1.652516e+002,7.917888e+001,9.276060e-001,2.145836e+002,4.578825e+000,1.298414e+000,7.765800e-001
4,F,1.915267e+002,1.369000e+001,3.931000e+003,1.235500e+004,2622,3.873561e-001,2.912916e+002,1.669225e+002,8.254961e+001,9.481832e-001,2.197420e+002,4.712052e+000,1.252940e+000,7.864274e-001
4,G,1.181885e+002,1.369000e+001,5.483000e+003,3.157000e+003,1618,1.283736e-001,1.688104e+002,1.245638e+002,1.180192e+001,5.668060e-001,1.071285e+002,1.951174e+000,1.867232e+000,5.570305e-001
5,B,2.378378e+002,1.369000e+001,3.563000e+003,2.283600e+004,3256,4.300673e-001,2.980588e+002,1.905435e+002,9.504527e+001,1.343944e+000,2.470338e+002,7.013514e+000,1.251113e+000,8.115840e-001
5,C,2.285610e+002,1.369000e+001,3.259000e+003,2.399300e+004,3129,4.327935e-001,2.589615e+002,1.970466e+002,1.056198e+002,1.605225e+000,2.500071e+002,7.667945e+000,1.255963e+000,8.155470e-001
5,D,2.293645e+002,1.369000e+001,3.397000e+003,2.099400e+004,3140,4.302183e-001,2.993865e+002,1.873586e+002,9.887759e+001,1.268984e+000,2.468226e+002,6.685987e+000,1.249868e+000,8.100850e-001
5,E,1.783053e+002,1.369000e+001,3.906000e+003,1.380100e+004,2441,4.007940e-001,3.533419e+002,1.756627e+002,7.352888e+001,9.613728e-001,2.328579e+002,5.653830e+000,1.265558e+000,7.917469e-001
5,F,2.011687e+002,1.369000e+001,4.554000e+003,1.550400e+004,2754,4.007229e-001,3.362596e+002,1.740940e+002,7.636554e+001,9.958515e-001,2.309633e+002,5.629630e+000,1.274356e+000,7.880533e-001
5,G,2.231556e+002,1.369000e+001,6.456000e+003,1.677200e+004,3055,3.573565e-001,3.002580e+002,1.697477e+002,6.940952e+001,1.036744e+000,2.164547e+002,5.490016e+000,1.355414e+000,7.617767e-001
6,B,1.188459e+002,1.369000e+001,1.679000e+003,4.512000e+003,1627,3.658736e-001,2.101530e+002,1.540279e+002,8.437742e+001,7.272832e-001,2.042872e+002,2.773202e+000,1.195245e+000,8.157742e-001
6,C,1.300950e+002,1.369000e+001,1.816000e+003,4.864000e+003,1781,3.647602e-001,2.027724e+002,1.544718e+002,8.675343e+001,7.330137e-001,2.044515e+002,2.731050e+000,1.206522e+000,8.177118e-001
6,D,1.538349e+002,1.369000e+001,2.191000e+003,5.729000e+003,2106,3.464749e-001,2.143026e+002,1.538500e+002,7.999860e+001,6.892356e-001,2.025141e+002,2.720323e+000,1.211478e+000,8.063089e-001
6,E,1.428780e+002,1.369000e+001,2.145000e+003,5.801000e+003,1956,3.283176e-001,2.403573e+002,1.459811e+002,6.854656e+001,6.822314e-001,1.901235e+002,2.965746e+000,1.232127e+000,7.915640e-001
6,F,1.363769e+002,1.369000e+001,2.494000e+003,5.523000e+003,1867,2.926368e-001,2.514627e+002,1.414272e+002,5.793223e+001,6.356979e-001,1.795440e+002,2.958222e+000,1.265635e+000,7.626400e-001
6,G,9.693207e+001,1.369000e+001,1.743000e+003,4.022000e+003,1327,2.937302e-001,2.513231e+002,1.448643e+002,5.979873e+001,6.419505e-001,1.832443e+002,3.030897e+000,1.262288e+000,7.688410e-001
7,B,4.631118e+001,1.369000e+001,6.380000e+002,1.771000e+003,634,3.750315e-001,2.072166e+002,1.595808e+002,8.740629e+001,7.498582e-001,2.118577e+002,2.793375e+000,1.222207e+000,8.182413e-001
7,C,7.823229e+001,1.369000e+001,1.114000e+003,3.212000e+003,1071,3.509062e-001,2.534659e+002,1.496169e+002,7.052808e+001,6.634731e-001,1.977880e+002,2.999066e+000,1.207237e+000,8.029660e-001
7,D,8.137327e+001,1.369000e+001,1.297000e+003,3.447000e+003,1114,3.178125e-001,2.800608e+002,1.416861e+002,5.602163e+001,5.964123e-001,1.840918e+002,3.094255e+000,1.223939e+000,7.797550e-001
7,E,1.069394e+002,1.369000e+001,1.490000e+003,3.737000e+003,1464,3.642467e-001,2.229446e+002,1.540484e+002,8.299118e+001,6.374996e-001,2.069410e+002,2.552596e+000,1.221138e+000,8.085627e-001
7,F,7.896275e+001,1.369000e+001,1.436000e+003,3.403000e+003,1081,3.063018e-001,2.617904e+002,1.444630e+002,5.851302e+001,6.615305e-001,1.822288e+002,3.148011e+000,1.274311e+000,7.640562e-001
7,G,1.900657e+002,1.369000e+001,3.633000e+003,8.085000e+003,2602,2.960883e-001,2.538550e+002,1.469727e+002,6.032747e+001,6.557930e-001,1.845128e+002,3.107225e+000,1.283380e+000,7.641105e-001
8,B,5.595325e+001,1.369000e+001,7.760000e+002,3.391000e+003,766,3.980146e-001,2.632500e+002,1.766310e+002,9.331832e+001,9.313227e-001,2.315777e+002,4.426893e+000,1.295470e+000,8.158588e-001
8,C,6.734843e+001,1.369000e+001,9.400000e+002,4.050000e+003,922,4.023073e-001,2.656111e+002,1.749801e+002,9.044170e+001,9.385665e-001,2.308310e+002,4.392625e+000,1.306941e+000,8.049174e-001
8,D,6.654492e+001,1.369000e+001,9.140000e+002,4.057000e+003,911,3.997162e-001,2.529203e+002,1.789652e+002,9.494359e+001,9.654314e-001,2.342630e+002,4.453348e+000,1.291505e+000,8.200611e-001
8,E,5.945946e+001,1.369000e+001,8.330000e+002,3.300000e+003,814,3.944722e-001,2.783240e+002,1.730231e+002,8.748333e+001,8.261724e-001,2.301985e+002,4.054054e+000,1.294506e+000,8.074688e-001
8,F,6.165084e+001,1.369000e+001,1.041000e+003,3.359000e+003,844,3.710614e-001,3.193412e+002,1.640633e+002,7.036272e+001,7.292823e-001,2.179325e+002,3.979858e+000,1.280599e+000,7.966045e-001
8,G,5.471147e+001,1.369000e+001,9.820000e+002,3.421000e+003,749,3.612972e-001,2.884108e+002,1.760616e+002,7.554289e+001,8.950653e-001,2.248068e+002,4.567423e+000,1.322466e+000,8.028927e-001
9,B,6.961286e+001,1.369000e+001,9.870000e+002,5.725000e+003,953,4.208958e-001,2.154720e+002,1.931590e+002,1.223010e+002,1.526728e+000,2.518200e+002,6.007345e+000,1.190484e+000,8.283106e-001
9,C,8.056976e+001,1.369000e+001,1.206000e+003,5.830000e+003,1103,4.111973e-001,2.453624e+002,1.849588e+002,1.107229e+002,1.237046e+000,2.460942e+002,5.285585e+000,1.209802e+000,8.116037e-001
9,D,1.142440e+002,1.369000e+001,1.673000e+003,8.515000e+003,1564,4.115453e-001,2.320437e+002,1.863249e+002,1.150919e+002,1.328507e+000,2.460891e+002,5.444373e+000,1.209909e+000,8.133631e-001
9,E,1.243243e+002,1.369000e+001,1.801000e+003,9.140000e+003,1702,4.186689e-001,2.350225e+002,1.861547e+002,1.155938e+002,1.325102e+000,2.472653e+002,5.370153e+000,1.197152e+000,8.167670e-001
9,F,7.633309e+001,1.369000e+001,1.226000e+003,4.534000e+003,1045,3.903040e-001,2.931376e+002,1.733523e+002,8.709489e+001,8.954365e-001,2.336126e+002,4.338756e+000,1.219237e+000,7.927079e-001
9,G,5.953251e+001,1.369000e+001,1.008000e+003,4.075000e+003,815,3.806266e-001,2.866676e+002,1.792532e+002,8.473396e+001,1.050260e+000,2.349802e+002,5.000000e+000,1.220480e+000,7.959820e-001
10,B,2.848795e+001,1.369000e+001,3.900000e+002,1.444000e+003,390,3.719906e-001,2.088834e+002,1.696513e+002,9.436560e+001,9.622569e-001,2.222749e+002,3.702564e+000,1.207151e+000,8.161711e-001
10,C,3.769175e+001,1.369000e+001,5.260000e+002,1.926000e+003,516,3.707147e-001,2.126071e+002,1.695236e+002,9.280559e+001,9.519496e-001,2.214426e+002,3.732558e+000,1.197401e+000,8.129674e-001
10,D,5.010957e+001,1.369000e+001,7.030000e+002,2.562000e+003,686,3.806291e-001,2.181758e+002,1.692202e+002,9.489957e+001,9.218779e-001,2.232793e+002,3.734694e+000,1.203178e+000,8.130203e-001
10,E,5.536888e+001,1.369000e+001,7.740000e+002,2.924000e+003,758,3.755355e-001,2.196764e+002,1.725979e+002,9.533351e+001,9.382478e-001,2.263172e+002,3.857520e+000,1.198853e+000,8.165750e-001
10,F,6.208912e+001,1.369000e+001,8.780000e+002,3.342000e+003,850,3.695404e-001,2.201214e+002,1.732064e+002,9.447384e+001,9.690285e-001,2.267005e+002,3.931765e+000,1.207693e+000,8.160747e-001
10,G,4.265888e+001,1.369000e+001,7.160000e+002,2.314000e+003,584,3.467844e-001,2.408259e+002,1.685219e+002,8.189034e+001,9.072729e-001,2.155617e+002,3.962329e+000,1.306919e+000,7.882640e-001
11,B,4.594595e+001,1.369000e+001,6.620000e+002,3.233000e+003,629,3.814612e-001,2.361626e+002,1.856173e+002,9.854350e+001,1.188857e+000,2.395487e+002,5.139905e+000,1.253043e+000,8.152417e-001
11,C,8.444120e+001,1.369000e+001,1.227000e+003,6.205000e+003,1156,3.860279e-001,2.190583e+002,1.882026e+002,1.037592e+002,1.319278e+000,2.414070e+002,5.367647e+000,1.246413e+000,8.199669e-001
11,D,8.692476e+001,1.369000e+001,1.227000e+003,6.320000e+003,1190,3.892623e-001,2.301981e+002,1.874936e+002,1.024352e+002,1.218315e+000,2.386773e+002,5.310924e+000,1.290282e+000,8.157733e-001
11,E,9.824690e+001,1.369000e+001,1.389000e+003,7.307000e+003,1345,3.833582e-001,2.354871e+002,1.871758e+002,9.829165e+001,1.260394e+000,2.393435e+002,5.432714e+000,1.258006e+000,8.188081e-001
11,F,9.780862e+001,1.369000e+001,1.394000e+003,6.554000e+003,1339,3.751688e-001,2.462541e+002,1.826187e+002,9.270851e+001,1.111872e+000,2.347677e+002,4.894698e+000,1.269159e+000,8.097130e-001
11,G,7.333820e+001,1.369000e+001,1.204000e+003,4.835000e+003,1004,3.459669e-001,2.748517e+002,1.777663e+002,7.990906e+001,1.011820e+000,2.261075e+002,4.815737e+000,1.281133e+000,7.959967e-001





2
Timespan (h):, 5.3461
2,B,4.857560e+001,1.369000e+001,9.430000e+002,1.718000e+003,665,1.945089e-001,1.840676e+002,1.303450e+002,3.649122e+001,7.787562e-001,1.533269e+002,2.583459e+000,1.249540e+000,7.848411e-001
2,C,1.531775e+002,1.369000e+001,2.432000e+003,4.998000e+003,2097,1.952335e-001,1.644608e+002,1.284925e+002,3.999717e+001,7.901405e-001,1.527790e+002,2.383405e+000,1.253117e+000,7.980373e-001
2,D,8.224982e+001,1.369000e+001,1.486000e+003,2.667000e+003,1126,1.884767e-001,1.695687e+002,1.281590e+002,3.745980e+001,7.777525e-001,1.507873e+002,2.368561e+000,1.259008e+000,7.830530e-001
2,E,1.039445e+002,1.369000e+001,1.966000e+003,3.469000e+003,1423,1.923324e-001,1.734533e+002,1.280435e+002,3.847070e+001,7.712967e-001,1.512963e+002,2.437807e+000,1.255510e+000,7.860354e-001
2,F,9.218408e+001,1.369000e+001,1.734000e+003,3.144000e+003,1262,1.905066e-001,1.765513e+002,1.275607e+002,3.710748e+001,7.694712e-001,1.498665e+002,2.491284e+000,1.250058e+000,7.848177e-001
2,G,1.003652e+002,1.369000e+001,1.886000e+003,3.399000e+003,1374,1.849401e-001,1.736566e+002,1.310462e+002,3.718025e+001,7.714509e-001,1.537325e+002,2.473799e+000,1.245670e+000,7.865533e-001
3,B,1.616508e+002,1.369000e+001,2.523000e+003,7.591000e+003,2213,3.618161e-001,2.677071e+002,1.665504e+002,7.738674e+001,7.232628e-001,2.179895e+002,3.430185e+000,1.232446e+000,7.948437e-001
3,C,1.497443e+002,1.369000e+001,2.410000e+003,7.425000e+003,2050,3.602645e-001,2.705116e+002,1.675771e+002,7.816709e+001,7.510346e-001,2.180596e+002,3.621951e+000,1.228680e+000,7.964216e-001
3,D,1.777940e+002,1.369000e+001,2.661000e+003,8.194000e+003,2434,3.645850e-001,2.724262e+002,1.652118e+002,7.716295e+001,7.112920e-001,2.171717e+002,3.366475e+000,1.224458e+000,7.941690e-001
3,E,1.342586e+002,1.369000e+001,2.024000e+003,6.283000e+003,1838,3.669509e-001,2.623744e+002,1.683473e+002,8.094271e+001,7.550379e-001,2.214852e+002,3.418390e+000,1.216634e+000,7.998248e-001
3,F,1.404675e+002,1.369000e+001,3.677000e+003,6.086000e+003,1923,2.771153e-001,2.689959e+002,1.491625e+002,4.829785e+001,6.405862e-001,1.783275e+002,3.164847e+000,1.417181e+000,7.111249e-001
3,G,1.558802e+002,1.369000e+001,3.800000e+003,6.930000e+003,2134,3.046594e-001,2.604369e+002,1.564892e+002,6.135893e+001,6.826654e-001,1.947949e+002,3.247423e+000,1.362812e+000,7.408565e-001
4,B,2.374726e+002,1.369000e+001,4.269000e+003,1.683600e+004,3251,3.792251e-001,2.887734e+002,1.792801e+002,8.539025e+001,1.051331e+000,2.324402e+002,5.178714e+000,1.220094e+000,8.022854e-001
4,C,2.562454e+002,1.369000e+001,3.770000e+003,1.965000e+004,3508,4.020558e-001,2.545052e+002,1.896559e+002,1.033570e+002,1.242590e+000,2.472421e+002,5.601482e+000,1.183147e+000,8.202095e-001
4,D,2.413440e+002,1.369000e+001,4.107000e+003,1.648300e+004,3304,3.825754e-001,2.933150e+002,1.778602e+002,8.330237e+001,1.017301e+000,2.309793e+002,4.988801e+000,1.219106e+000,8.015925e-001
4,E,2.586560e+002,1.369000e+001,5.878000e+003,1.729300e+004,3541,3.412978e-001,2.880892e+002,1.723626e+002,7.176405e+001,9.844553e-001,2.187328e+002,4.883649e+000,1.293037e+000,7.737331e-001
4,F,2.324324e+002,1.369000e+001,4.843000e+003,1.606800e+004,3182,3.553761e-001,2.866084e+002,1.753119e+002,7.813920e+001,1.021343e+000,2.233394e+002,5.049654e+000,1.254903e+000,7.834793e-001
4,G,2.214025e+002,1.369000e+001,6.599000e+003,1.399600e+004,3031,3.066780e-001,2.721432e+002,1.682154e+002,6.404924e+001,9.580852e-001,2.064064e+002,4.617618e+000,1.360924e+000,7.451627e-001
5,B,2.891892e+002,1.369000e+001,4.311000e+003,2.949000e+004,3959,3.912735e-001,2.832024e+002,1.990392e+002,9.010909e+001,1.504291e+000,2.491518e+002,7.448851e+000,1.241558e+000,8.162996e-001
5,C,2.628926e+002,1.369000e+001,3.832000e+003,2.816800e+004,3599,3.932626e-001,2.703049e+002,2.020714e+002,9.458315e+001,1.593719e+000,2.501270e+002,7.826619e+000,1.250791e+000,8.191585e-001
5,D,2.723886e+002,1.369000e+001,4.037000e+003,2.659800e+004,3729,3.915610e-001,2.938168e+002,1.947472e+002,9.154845e+001,1.388316e+000,2.482478e+002,7.132743e+000,1.242278e+000,8.126875e-001
5,E,2.079620e+002,1.369000e+001,4.998000e+003,1.786100e+004,2847,3.576914e-001,3.313910e+002,1.838314e+002,6.992729e+001,1.124264e+000,2.335312e+002,6.273621e+000,1.276040e+000,7.904421e-001
5,F,2.384953e+002,1.369000e+001,5.315000e+003,2.096500e+004,3265,3.620615e-001,3.236356e+002,1.850102e+002,7.337151e+001,1.153126e+000,2.331777e+002,6.421133e+000,1.282213e+000,7.913710e-001
5,G,2.476260e+002,1.369000e+001,6.440000e+003,2.069700e+004,3390,3.432892e-001,3.233305e+002,1.817220e+002,6.616443e+001,1.104112e+000,2.280508e+002,6.105310e+000,1.309925e+000,7.763998e-001
6,B,1.336742e+002,1.369000e+001,1.895000e+003,5.303000e+003,1830,3.455890e-001,2.070584e+002,1.658266e+002,8.504644e+001,7.626574e-001,2.140579e+002,2.897814e+000,1.209872e+000,8.131483e-001
6,C,1.449233e+002,1.369000e+001,2.059000e+003,5.544000e+003,1984,3.371529e-001,2.099802e+002,1.645454e+002,8.250658e+001,7.374046e-001,2.138938e+002,2.794355e+000,1.207131e+000,8.147184e-001
6,D,1.698320e+002,1.369000e+001,2.464000e+003,6.869000e+003,2325,3.243409e-001,2.178905e+002,1.645571e+002,7.771899e+001,7.446563e-001,2.113111e+002,2.954409e+000,1.217883e+000,8.066137e-001
6,E,1.569028e+002,1.369000e+001,2.447000e+003,6.745000e+003,2148,2.987271e-001,2.480700e+002,1.548305e+002,6.235736e+001,6.999662e-001,1.952428e+002,3.140130e+000,1.243991e+000,7.844014e-001
6,F,1.527392e+002,1.369000e+001,2.623000e+003,6.445000e+003,2091,2.849698e-001,2.576527e+002,1.538664e+002,5.898895e+001,6.576037e-001,1.939729e+002,3.082257e+000,1.245772e+000,7.688445e-001
6,G,1.056976e+002,1.369000e+001,1.993000e+003,4.625000e+003,1447,2.756337e-001,2.434392e+002,1.583725e+002,5.995252e+001,7.139636e-001,1.950364e+002,3.196268e+000,1.268532e+000,7.673575e-001
7,B,5.588020e+001,1.369000e+001,7.700000e+002,2.145000e+003,765,3.539940e-001,2.066687e+002,1.684807e+002,9.284067e+001,7.512961e-001,2.210532e+002,2.803922e+000,1.212347e+000,8.128364e-001
7,C,9.276844e+001,1.369000e+001,1.303000e+003,3.768000e+003,1270,3.407752e-001,2.448043e+002,1.610795e+002,7.561010e+001,6.750867e-001,2.103805e+002,2.966929e+000,1.215860e+000,8.035033e-001
7,D,9.912345e+001,1.369000e+001,1.478000e+003,4.040000e+003,1357,3.198558e-001,2.704211e+002,1.538744e+002,6.210377e+001,6.116722e-001,1.994939e+002,2.977155e+000,1.225043e+000,7.800153e-001
7,E,1.255661e+002,1.369000e+001,1.740000e+003,4.690000e+003,1719,3.400502e-001,2.359887e+002,1.604457e+002,7.647941e+001,6.423018e-001,2.101370e+002,2.728330e+000,1.220073e+000,8.011949e-001
7,F,9.349890e+001,1.369000e+001,1.604000e+003,3.938000e+003,1280,3.035799e-001,2.581005e+002,1.554341e+002,6.197509e+001,6.696033e-001,1.982220e+002,3.076563e+000,1.253484e+000,7.752139e-001
7,G,2.227173e+002,1.369000e+001,4.026000e+003,9.787000e+003,3049,2.890070e-001,2.658144e+002,1.553465e+002,5.895805e+001,6.550050e-001,1.944836e+002,3.209905e+000,1.259904e+000,7.683223e-001
8,B,6.669102e+001,1.369000e+001,9.310000e+002,4.191000e+003,913,3.675473e-001,2.593674e+002,1.846489e+002,8.600182e+001,9.732492e-001,2.351404e+002,4.590361e+000,1.312042e+000,8.144467e-001
8,C,7.976625e+001,1.369000e+001,1.116000e+003,5.360000e+003,1092,3.675945e-001,2.576723e+002,1.867228e+002,8.401594e+001,1.045959e+000,2.350711e+002,4.908425e+000,1.323844e+000,8.142644e-001
8,D,7.655223e+001,1.369000e+001,1.066000e+003,5.139000e+003,1048,3.667973e-001,2.597855e+002,1.892040e+002,8.207850e+001,1.050709e+000,2.383400e+002,4.903626e+000,1.302701e+000,8.195960e-001
8,E,7.027027e+001,1.369000e+001,9.850000e+002,4.088000e+003,962,3.601742e-001,2.895342e+002,1.791769e+002,7.827697e+001,8.380392e-001,2.331680e+002,4.249480e+000,1.284313e+000,8.088523e-001
8,F,7.341125e+001,1.369000e+001,1.135000e+003,4.420000e+003,1005,3.442335e-001,3.375983e+002,1.721451e+002,6.285208e+001,7.557251e-001,2.227394e+002,4.398010e+000,1.280098e+000,7.960944e-001
8,G,6.603360e+001,1.369000e+001,1.110000e+003,4.450000e+003,904,3.351994e-001,2.857880e+002,1.845852e+002,6.903724e+001,9.933990e-001,2.288629e+002,4.922566e+000,1.309451e+000,8.033875e-001
9,B,8.005844e+001,1.369000e+001,1.168000e+003,7.360000e+003,1096,3.801666e-001,2.224637e+002,2.016058e+002,1.032837e+002,1.677635e+000,2.522852e+002,6.715328e+000,1.201477e+000,8.219264e-001
9,C,9.181885e+001,1.369000e+001,1.384000e+003,7.681000e+003,1257,3.764321e-001,2.434831e+002,1.957231e+002,9.921793e+001,1.442791e+000,2.473549e+002,6.110581e+000,1.221951e+000,8.130895e-001
9,D,1.274653e+002,1.369000e+001,1.883000e+003,1.117800e+004,1745,3.734862e-001,2.361749e+002,1.964930e+002,1.028776e+002,1.527996e+000,2.487667e+002,6.405731e+000,1.203057e+000,8.120634e-001
9,E,1.430241e+002,1.369000e+001,2.091000e+003,1.194500e+004,1958,3.815574e-001,2.439008e+002,1.946004e+002,1.010886e+002,1.449190e+000,2.478404e+002,6.100613e+000,1.201447e+000,8.118412e-001
9,F,8.473338e+001,1.369000e+001,1.361000e+003,5.983000e+003,1160,3.640140e-001,2.983363e+002,1.843009e+002,7.976981e+001,1.052190e+000,2.388425e+002,5.157759e+000,1.226995e+000,7.932504e-001
9,G,7.063550e+001,1.369000e+001,1.084000e+003,5.554000e+003,967,3.643161e-001,2.835952e+002,1.903689e+002,8.702125e+001,1.208779e+000,2.454081e+002,5.743537e+000,1.213384e+000,7.960270e-001
10,B,3.418554e+001,1.369000e+001,4.680000e+002,1.803000e+003,468,3.499558e-001,2.095233e+002,1.799902e+002,1.004524e+002,1.031457e+000,2.320000e+002,3.852564e+000,1.191605e+000,8.136958e-001
10,C,4.616508e+001,1.369000e+001,6.440000e+002,2.556000e+003,632,3.488035e-001,2.000190e+002,1.823375e+002,9.456073e+001,1.075091e+000,2.302428e+002,4.044304e+000,1.231160e+000,8.086248e-001
10,D,5.653762e+001,1.369000e+001,7.960000e+002,3.274000e+003,774,3.520939e-001,2.250105e+002,1.809391e+002,9.301620e+001,1.056114e+000,2.326938e+002,4.229974e+000,1.220097e+000,8.032112e-001
10,E,6.355004e+001,1.369000e+001,8.840000e+002,3.884000e+003,870,3.525982e-001,2.166585e+002,1.845749e+002,9.462157e+001,1.087775e+000,2.345759e+002,4.464368e+000,1.209958e+000,8.167881e-001
10,F,7.253470e+001,1.369000e+001,1.034000e+003,4.313000e+003,993,3.435589e-001,2.284910e+002,1.834239e+002,8.615739e+001,1.034687e+000,2.321442e+002,4.343404e+000,1.213805e+000,8.151513e-001
10,G,4.879474e+001,1.369000e+001,8.110000e+002,2.914000e+003,668,3.275959e-001,2.369433e+002,1.791252e+002,7.832295e+001,1.013347e+000,2.236753e+002,4.362275e+000,1.291814e+000,7.895161e-001
11,B,5.478451e+001,1.369000e+001,8.030000e+002,3.972000e+003,750,3.492901e-001,2.404698e+002,1.919801e+002,9.081839e+001,1.204822e+000,2.401099e+002,5.296000e+000,1.262523e+000,8.121337e-001
11,C,9.831994e+001,1.369000e+001,1.414000e+003,7.719000e+003,1346,3.536068e-001,2.220425e+002,1.961603e+002,9.232776e+001,1.399803e+000,2.424614e+002,5.734770e+000,1.262712e+000,8.165760e-001
11,D,9.978086e+001,1.369000e+001,1.427000e+003,7.814000e+003,1366,3.545952e-001,2.274366e+002,1.956073e+002,9.555678e+001,1.348618e+000,2.425280e+002,5.720351e+000,1.266664e+000,8.136355e-001
11,E,1.152666e+002,1.369000e+001,1.662000e+003,8.848000e+003,1578,3.520525e-001,2.348578e+002,1.928046e+002,9.301909e+001,1.297715e+000,2.401085e+002,5.607098e+000,1.263849e+000,8.125118e-001
11,F,1.129291e+002,1.369000e+001,1.599000e+003,7.772000e+003,1546,3.471510e-001,2.564413e+002,1.876194e+002,8.766633e+001,1.086633e+000,2.378696e+002,5.027167e+000,1.267415e+000,8.075915e-001
11,G,8.444120e+001,1.369000e+001,1.317000e+003,5.597000e+003,1156,3.249903e-001,2.844638e+002,1.833502e+002,7.324533e+001,9.746637e-001,2.312643e+002,4.841696e+000,1.265054e+000,7.947794e-001





3
Timespan (h):, 23.5936
2,B,1.357925e+002,1.369000e+001,2.313000e+003,5.165000e+003,1859,1.832343e-001,1.768600e+002,1.499646e+002,4.136562e+001,8.624173e-001,1.759366e+002,2.778375e+000,1.270982e+000,7.848315e-001
2,C,2.687363e+002,1.369000e+001,4.318000e+003,1.049300e+004,3679,1.804531e-001,1.675062e+002,1.489191e+002,3.717248e+001,9.277047e-001,1.725868e+002,2.852134e+000,1.291121e+000,7.885216e-001
2,D,1.533236e+002,1.369000e+001,2.659000e+003,5.884000e+003,2099,1.800048e-001,1.718825e+002,1.482843e+002,3.976112e+001,9.036844e-001,1.733533e+002,2.803240e+000,1.290648e+000,7.787898e-001
