,cell line,division rate,death rate,DIP rate,KS val,AD val,cell line new
0,PC9.DS7,0.01,0.009000000000000001,0.001,-2.6297868839198008e-05,0.001,not.assigned
1,PC9.DS7,0.011,0.009999999999999998,0.001,-0.0005584585297477957,2.2479159164310366e-05,not.assigned
2,PC9.DS7,0.012,0.011,0.001,-2.6839889714051184e-05,0.001,not.assigned
3,PC9.DS7,0.013000000000000001,0.012,0.001,-0.00040063138813199105,0.001,not.assigned
4,PC9.DS7,0.014,0.013000000000000001,0.001,-2.421083438463939e-05,0.001,not.assigned
5,PC9.DS7,0.015,0.013999999999999999,0.001,-0.004312958810456244,-0.003872839937329459,not.assigned
6,PC9.DS7,0.016,0.015,0.001,-0.008100027058007567,-0.0030916868443209263,not.assigned
7,PC9.DS7,0.017,0.016,0.001,-2.2186005494530304e-05,0.001,not.assigned
8,PC9.DS7,0.018000000000000002,0.017,0.001,-0.00017021094771197984,0.0009828713812942349,not.assigned
9,PC9.DS7,0.019000000000000003,0.018000000000000002,0.001,-6.624694280951725e-05,0.001,not.assigned
10,PC9.DS7,0.02,0.019,0.001,-0.0005559085194812286,0.0006572723456550135,not.assigned
11,PC9.DS7,0.020999999999999998,0.019999999999999997,0.001,-3.51898543908645e-05,0.001,not.assigned
12,PC9.DS7,0.022,0.020999999999999998,0.001,-0.0002920234328950029,0.0009073000132299374,not.assigned
13,PC9.DS7,0.023,0.022,0.001,-0.00048555512429739246,0.0009091204008140593,not.assigned
14,PC9.DS7,0.024,0.023,0.001,-0.0023559793893627758,-0.0008613033813753071,not.assigned
15,PC9.DS7,0.025,0.024,0.001,-2.1334188354351575e-05,0.001,not.assigned
16,PC9.DS7,0.026000000000000002,0.025,0.001,-4.96618855470545e-06,0.001,not.assigned
17,PC9.DS7,0.027000000000000003,0.026000000000000002,0.001,-0.0004583524505654578,0.000993571701632651,not.assigned
18,PC9.DS7,0.028000000000000004,0.027000000000000003,0.001,-5.766951286120017e-06,0.001,not.assigned
